Ticket ID,Summary,Current Status,Days in Current Status,Date Entered Status,Roadmap
DP-624,Change Full Pay Payment Attempt Date,Idea Backlog,147,2025-10-28 10:27:37.955,UK Support & Growth
DP-623,Remove Cashback Cheques: Stop sending them for retention,Idea Backlog,147,2025-10-28 10:25:36.745,UK Support & Growth
DP-622,Remove Cashback Cheques: Stop discounting Post Purchase,Idea Backlog,147,2025-10-28 10:24:31.599,UK Support & Growth
DP-621,Remove Cashback Cheques: Test Vouchers ,Idea Backlog,147,2025-10-28 10:23:18.612,UK Support & Growth
DP-620,Free Add Ons at Renewal,Idea Backlog,147,2025-10-28 10:16:30.347,UK Support & Growth
DP-618,Discounts: MultiProperty discount at rebroke,Idea Backlog,147,2025-10-28 10:13:36.682,UK Support & Growth
DP-617,Discounts: MultiPolicy,Idea Backlog,147,2025-10-28 10:12:43.068,UK Support & Growth
DP-616,Discounts: £500+,Idea Backlog,147,2025-10-28 10:12:19.071,UK Support & Growth
DP-612,Hybrid solution for restaurant quotes from Liberty Mutual,To Do Ideas,40,2026-02-11 16:24:05.102,US IP Offering
DP-611,Updating Renewal SMS Copy,Idea Backlog,147,2025-10-27 15:38:15.476,UK Support & Growth
DP-605,Off ramp customers as soon as we know they'll probably refer,Idea Backlog,151,2025-10-24 08:24:01.979,UK IP Offering
DP-602,Add carrier information to Policy page in CA,Idea Design & Solutioning,26,2026-02-25 21:23:08.030,US Support & Growth
DP-601,Analysis of Pre-population Capabilities,Assessing Viability & Value,35,2026-02-16 16:47:45.272,US Partners
DP-600,Cross-sell:bundling cyber at end of GL & PL,Idea Backlog,133,2025-11-10 20:22:12.888,US Partners
DP-597,Add SMS for CB and CBD renewals,Idea Backlog,138,2025-11-05 16:27:15.584,UK IP Offering
DP-596,ID C&N customers with HydraGPT,Idea Backlog,131,2025-11-13 10:04:16.442,UK IP Offering
DP-594,Could we sell to customers that Gallaghers can't?,Idea Backlog,153,2025-10-22 09:24:04.511,UK IP Offering
DP-593,New Positioning of Insurance Advisor 🤓 embedded in Prod Rec,Idea Backlog,109,2025-12-04 13:39:05.903,US Research Ins Advisor
DP-592,Copy of Application Handover from Insurance Advisor Chat (bundles out of scope),Ready for WSJF,153,2025-10-21 17:17:43.738,US Research Ins Advisor
DP-590,Let Business Address Updates Happen via Self Service,Idea Backlog,153,2025-10-21 15:44:01.404,US Support & Growth
DP-587,CLM Triggered Quote Email make authorable,Idea Backlog,105,2025-12-08 16:10:08.863,US Buy
DP-586,Hybrid Journey Explore,Idea Backlog,154,2025-10-20 14:55:00.549,US IP Offering
DP-585,Rebroke: Offer Rebroke via Cody,Idea Backlog,154,2025-10-20 14:41:48.286,UK Support & Growth
DP-580,Rebroke: Account Prompt Messaging,Idea Backlog,158,2025-10-17 11:33:19.641,UK Support & Growth
DP-577,Mid-term check in email for customer engagement and value,Idea Backlog,159,2025-10-16 09:02:35.735,UK Support & Growth
DP-576,Top of the funnel question,Idea Backlog,21,2026-03-02 14:56:10.058,UK Research
DP-572,Highlight Top Product on All Product Page,Idea Backlog,160,2025-10-14 18:31:07.819,US Support & Growth
DP-571,Organize All Prod Page by Recommendation Order,Idea Backlog,160,2025-10-14 18:30:46.694,US Support & Growth
DP-570,Presale quote schedules are a hygiene factor for High Value customers,Idea Backlog,140,2025-11-03 20:14:21.890,UK IP Offering
DP-569,Improve Flexor's notes capability,Idea Backlog,140,2025-11-03 20:25:51.799,UK IP Offering
DP-567,Improve tooling to support 70% retention,Idea Backlog,161,2025-10-14 08:19:05.818,UK IP Offering
DP-566,Optimise renewals tooling for 70% retention,Idea Backlog,138,2025-11-05 16:26:57.927,UK IP Offering
DP-564,Partner Lead Routing,Idea Backlog,118,2025-11-25 15:14:46.861,UK IP Ecosystems Dev
DP-563,Build frontend prototypes for HV Q2Q journeys,Idea Backlog,132,2025-11-11 13:14:30.204,UK IP Offering
DP-561,Net Rate Discounts for MPL,Idea Backlog,165,2025-10-10 10:06:14.077,UK Support & Growth
DP-558,E2E IA + Human-in-the-loop Journey Integration: Sales funnel,Idea Backlog,165,2025-10-09 20:45:59.447,US Research Ins Advisor
DP-554,Reuse me,Idea Backlog,165,2025-10-09 12:43:52.106,UK Support & Growth
DP-553,Agreement Defaults,Idea Backlog,165,2025-10-09 12:41:00.085,UK Support & Growth
DP-552,Improve offline customer transfers to and from C&N,Idea Backlog,125,2025-11-19 11:35:11.057,UK IP Offering
DP-547,LBG Request For Proposal Final (RFP),Idea Backlog,118,2025-11-26 11:20:06.345,UK IP Ecosystems Dev
DP-546,Supercharge our lead routing capability,Idea Backlog,123,2025-11-20 12:58:59.957,UK IP Offering
DP-543,Pre-Fill WC Application with GL Answers,Idea Backlog,168,2025-10-06 15:08:52.043,US Buy
DP-542,Trade Selector Workflow,Assessing Viability & Value,168,2025-10-06 13:36:52.930,US Research Ins Advisor
DP-538,BOP - Replace GL/IM Showcase with BOP Showcase,Idea Backlog,172,2025-10-02 19:56:02.037,US Research Brand & Experiments
DP-536,Update IVR COI Chatbot SMS Consent Copy,Idea Backlog,130,2025-11-13 16:19:54.952,US Support & Growth
DP-534,Improve offline conversion for C&N customers,Idea Backlog,173,2025-10-01 11:53:30.893,UK IP Offering
DP-530,Add 'Customer Account' as a distribution channel,Idea Backlog,175,2025-09-30 09:23:39.705,UK Support & Growth
DP-528,Insurance Jargon Assistance Tool,Idea Backlog,175,2025-09-29 14:32:40.887,US Research Brand & Experiments
DP-527,QCP - Enable editing of customer details,Assessing Viability & Value,175,2025-09-29 13:45:08.892,UK Research
DP-526,Launch a hydra intervention that highlights that personal insurance doesnt cover you for business activities,Idea Backlog,175,2025-09-29 12:52:15.398,UK Buy
DP-525,LL Q2Q: Assumptions: Make HMO question a question not an assumption,Idea Backlog,178,2025-09-26 12:58:44.320,UK Buy
DP-524,LL Q2Q: Correspondence Address: Remove the secondary text on AND add more vague secondary text the remove correspondence same as risk address copy,Idea Backlog,178,2025-09-26 12:57:33.975,UK Buy
DP-523,LL Q2Q: Contact Details: Say why we need this info (for TPD) and whats the benefit,Idea Backlog,178,2025-09-26 12:56:06.879,UK Buy
DP-522,Improve trade selection for multi-services businesses,Idea Backlog,130,2025-11-13 16:24:09.095,US Research Brand & Experiments
DP-520,AI trade selector: Provide landlord route to start a quote in order to increase landlord SVs,Idea Backlog,179,2025-09-25 14:12:07.860,UK Buy
DP-518,Remove High Value switching and just use routing,Idea Backlog,180,2025-09-24 16:30:55.277,UK IP Offering
DP-517,"How might we advertise coverage options (Cyber, Bonds) upfront",Idea Backlog,180,2025-09-24 12:12:13.360,US Research Brand & Experiments
DP-516,[Diversify entry points] Ask when do you want to start your policy on the landing page to highlight SB benefit of instant binding,Idea Backlog,181,2025-09-24 10:14:49.860,US Research Brand & Experiments
DP-515,[Diversify entry points] Intent asked on the landing page leading to different journeys,Idea Backlog,181,2025-09-24 10:07:53.605,US Research Brand & Experiments
DP-514,HMW showcase our recommendation when it's not a 100% fit?,Idea Backlog,181,2025-09-24 10:00:12.755,US Research Brand & Experiments
DP-512,Create an embeddable AI trade selector,Idea Backlog,80,2026-01-02 15:22:11.724,US Research Brand & Experiments
DP-510,Customers can change their own name in account,Idea Backlog,181,2025-09-23 17:47:23.120,UK Support & Growth
DP-508,Test removing duplicated information - Ancils ,Idea Backlog,181,2025-09-23 15:56:15.224,UK Buy
DP-507,Re Test Yes/no buttons but with Yes on the right - Ancils ,Idea Backlog,181,2025-09-23 15:53:43.022,UK Research
DP-506,Ancil AI Chatbot Upsell ,Idea Backlog,181,2025-09-23 15:48:16.288,UK Research
DP-505,Ancils: Result of Clicking ''No'' ,Idea Backlog,181,2025-09-23 15:45:13.165,UK Buy
DP-503,Add Product Descriptions to the Ancillaries ,Idea Backlog,181,2025-09-23 15:24:30.209,UK Research
DP-495,Test idea,Idea Backlog,185,2025-09-19 13:03:48.868,US Research Brand & Experiments
DP-493,(TO FILL OUT) Using Human in the loop in IA to replace Zendesk widget,Idea Backlog,97,2025-12-16 16:20:59.506,US Research Ins Advisor
DP-487,"Development of knowledge base for new products that are only xsell - RLI PL, Cyber, Surety Bonds ",Idea Backlog,187,2025-09-17 17:28:39.784,US Research Ins Advisor
DP-486,Continuous Quick Replies: CSC Interview for High Impact Questions (KB Update),Idea Backlog,171,2025-10-03 19:08:52.513,US Research Ins Advisor
DP-484,Application Handover from Insurance Advisor Chat (bundles out of scope),Ready for WSJF,187,2025-09-17 15:13:18.828,US Research Ins Advisor
DP-483,Confirmation Page Redesign AB test ,Idea Backlog,165,2025-10-09 15:44:06.936,UK Research
DP-481,Routing of Renewals,Idea Backlog,188,2025-09-16 13:28:58.393,UK IP Ecosystems Dev
DP-479,Rerating at renewal,Design/Solution Validation,172,2025-10-02 12:21:40.270,UK IP Ecosystems Dev
DP-477,Support the ability to Bulk Test rating and underwriting models. ,Idea Backlog,188,2025-09-16 13:21:59.264,UK IP Ecosystems Dev
DP-476,Enable Renewal Testing Capability for GSD,Idea Backlog,76,2026-01-06 15:25:45.157,UK IP Ecosystems Dev
DP-475,Support easier creation of Platform Instances,Idea Backlog,188,2025-09-16 13:19:34.312,UK IP Ecosystems Dev
DP-474,Validator Scripting for Product Specs,To Do Ideas,18,2026-03-05 14:28:20.664,UK IP Ecosystems Dev
DP-473,Download Master Spec from Our System,Design/Solution Validation,111,2025-12-03 10:24:25.403,UK IP Ecosystems Dev
DP-472,Show differences in quotes beyond price ,Idea Backlog,189,2025-09-16 08:59:13.939,UK Buy
DP-471,Make the policy documents more prominent by utilising a slider on QCP ,Idea Backlog,189,2025-09-16 08:55:59.822,UK Research
DP-470,Communicate clearly that quotes stay the same for 30 days,Idea Backlog,189,2025-09-16 08:43:56.056,UK Buy
DP-469,Allow returning customers  (that have created an RFQ in the last 30 days) to get directly to quotes,Idea Backlog,189,2025-09-16 08:33:55.766,UK Buy
DP-467,Reuse me,Idea Backlog,119,2025-11-24 16:21:43.278,UK Support & Growth
DP-465,Rebroke: AutoRebroke Price sensitive customers,Idea Backlog,194,2025-09-10 17:09:44.369,UK Support & Growth
DP-464,Rebroke & Renewal: SMS at day 15 ,Idea Backlog,194,2025-09-10 17:06:42.122,UK Support & Growth
DP-463,Rebroke: Market Update,Idea Backlog,194,2025-09-10 17:03:04.544,UK Support & Growth
DP-458,Learn why we transfer to Gallaghers without an RFQ,Idea Backlog,140,2025-11-03 20:03:42.807,UK IP Offering
DP-457,Rebroke: Social Proof,Idea Backlog,195,2025-09-10 10:48:41.417,UK Support & Growth
DP-456,Rebroke: Policy Health Check,Idea Backlog,195,2025-09-10 10:42:07.868,UK Support & Growth
DP-455,Quick to Rebroke: Skip to Price,Idea Design & Solutioning,35,2026-02-17 11:18:59.246,UK Support & Growth
DP-454,Ask level of experience at the start of the journey,Idea Backlog,195,2025-09-10 09:40:07.278,UK Research
DP-452,Use Hydra to start journey with coverage diagnosis ,Idea Backlog,195,2025-09-10 09:35:14.292,UK Buy
DP-451,Use Hydra to start the journey with Indicative Price questions rather than first normal question journey,Idea Backlog,195,2025-09-10 09:34:24.163,UK Buy
DP-449,Use hydra to ask whether the customer is a returning customer,Idea Backlog,195,2025-09-10 09:29:44.425,UK Buy
DP-448,"Use Hydra to ask ""What are you here to do today?"" in Q2Q and have specific journeys firing after ",Idea Backlog,195,2025-09-10 09:26:34.262,UK Buy
DP-446,Review Future of Agent Portal Architecture (sales + service in mind),Idea Backlog,195,2025-09-09 14:46:09.968,US Partners
DP-445,Quick to Rebroke: Cheapest Quote Email,Design/Solution Validation,34,2026-02-17 11:41:04.943,UK Support & Growth
DP-441,Hydra placeholder,Idea Backlog,196,2025-09-08 17:02:35.922,US Buy
DP-438,Increase share of MPLL portfolios,Idea Backlog,140,2025-11-03 20:00:42.113,UK IP Offering
DP-437,Have a Cover Product Description on Page and re-test IA ,Idea Backlog,200,2025-09-05 09:10:14.567,UK Research
DP-436,Personalising Prompt messages by Trade,Idea Backlog,200,2025-09-05 09:06:14.566,UK Research
DP-435,Order Prompts by most used by Segments - Trade/Customer Intent/Age of Business,Idea Backlog,200,2025-09-05 08:59:40.308,UK Research
DP-432,Update post-cancellation COI document with cancellation date in customer account,Idea Backlog,200,2025-09-04 15:58:03.504,US Support & Growth
DP-430,Allow Extranet Policy search in BO,Idea Backlog,200,2025-09-04 15:11:31.188,UK IP Ecosystems Dev
DP-428,Test new payment methods on SB direct (Mat/Barrie) ,Idea Backlog,200,2025-09-04 13:51:23.521,UK Buy
DP-427,"QCP Demand test ""save"" tell that an email has been sent",Idea Backlog,200,2025-09-04 13:44:46.163,UK Research
DP-426,QCP Review and the user is able to edit (CP) ,Assessing Viability & Value,189,2025-09-16 10:23:20.764,UK Research
DP-425,Demand test quarterly and bi-annual installment payment plans,Idea Backlog,200,2025-09-04 13:09:43.648,US Support & Growth
DP-423,Creating new trade for Cleaning services to consolidate Maid services and Housekeeping trades,Idea Backlog,200,2025-09-04 12:08:21.897,US Research Brand & Experiments
DP-420,Insurance Advisor - Embedding Quick Replies (Value Drop 3 - Bundles),Idea Backlog,187,2025-09-17 15:33:04.919,US Research Ins Advisor
DP-418,"For products we do not sell, handover to partner ",Idea Backlog,201,2025-09-03 20:11:31.048,US Research Ins Advisor
DP-416,Account Policy Card - Claims dropdown shows specific carrier information,Idea Backlog,173,2025-10-01 18:20:17.230,US Support & Growth
DP-414,"Automating TB task - delete agent phone number, update agent information",Idea Backlog,201,2025-09-03 13:00:02.137,US Partners
DP-411,Enable customers to track claims via the account ,Idea Backlog,202,2025-09-03 10:17:06.717,UK Support & Growth
DP-409,Finance SIAA Day 2 Needs,Design/Solution Validation,174,2025-09-30 13:31:25.878,US Partners
DP-408,Simplify cover selection Q2Q landlords,Design/Solution Validation,201,2025-09-04 09:18:11.394,UK Research
DP-405,Persisting discounts at renewal,Idea Backlog,203,2025-09-01 14:34:27.312,UK Support & Growth
DP-404,Rebroke: new commission model,Idea Backlog,203,2025-09-01 14:26:13.386,UK Support & Growth
DP-403,Use loqate for phone number validation,Idea Backlog,203,2025-09-01 14:17:21.262,UK Support & Growth
DP-402,PARENT IDEA: Send uncompetitively quoted customers to extranets ,Idea Backlog,124,2025-11-20 10:44:45.565,UK IP Offering
DP-400,Embed Insurance Advisor widget with Ecosystems,Idea Backlog,206,2025-08-29 16:46:40.746,US Research Ins Advisor
DP-399,Exploring different ways to display longer content,Idea Backlog,206,2025-08-29 16:40:20.048,US Research Ins Advisor
DP-392,"IA to use trade specific examples for ""what does this cover"" as a follow up prompt",Idea Backlog,165,2025-10-09 15:32:34.278,UK Buy
DP-390,Minimise FWC question set impact ,Idea Backlog,186,2025-09-19 09:45:17.606,US IP Offering
DP-389,Licence-Pro: what mandatory coverage do I need to operate in my state?,Idea Backlog,122,2025-11-21 14:21:02.889,US Research Brand & Experiments
DP-386,Update of question/supporting text for complex questions. ,Idea Backlog,208,2025-08-28 10:39:50.019,UK Research
DP-385,Enable BOP + PL combo (signposting),Idea Backlog,208,2025-08-28 10:00:22.381,US IP Offering
DP-384,PCL automatic payments at manual renewal,Idea Design & Solutioning,19,2026-03-04 12:18:02.287,UK Support & Growth
DP-381,Insurance Advisor - Embed as Nav Bar at top of pages,Idea Backlog,208,2025-08-27 13:28:40.985,US Research Ins Advisor
DP-370,QCP revamp placeholder,Idea Backlog,209,2025-08-26 13:39:23.121,US Buy
DP-368,Embedded insurance journeys,Idea Backlog,210,2025-08-25 15:18:22.329,US Partners
DP-367,Agent Portal integration with AMS platforms (pre-pop SB journey with partner data),Idea Backlog,210,2025-08-25 15:17:51.383,US Partners
DP-366,Add Service Request Module in Agent Portal,Idea Backlog,206,2025-08-29 16:00:06.715,US Partners
DP-365,Reporting and Analytics in Agent Portal - Dashboard (Policy level and Commission level),Idea Backlog,210,2025-08-25 15:16:38.298,US Partners
DP-363,Day 2 Agent Assist Connect Books,Idea Backlog,210,2025-08-25 14:47:35.474,US Partners
DP-362,SSO - Agentero Agent Partner Launch,Idea Backlog,210,2025-08-25 14:46:48.572,US Partners
DP-359,[Post IVANS] Enable non HBW BOP for Agents,Idea Backlog,147,2025-10-27 12:57:07.994,US Partners
DP-358,[Post IVANS] Enable WC for Agents,Idea Backlog,200,2025-09-04 18:36:31.525,US Partners
DP-357,[Tivly] Pre-pop SMS journey links,Design/Solution Validation,201,2025-09-03 17:44:04.463,US Partners
DP-355,[Nantucket Lighthouse] Enable ACORD Forms in Agent Portal ,Idea Backlog,210,2025-08-25 14:32:29.769,US Partners
DP-354,Full capability COI Chat Bot (Agent)--dependent on chat service build,Idea Backlog,158,2025-10-16 18:08:47.673,US Partners
DP-336,Transactional Account Prompts: Remind Customers to update contact details,Idea Backlog,215,2025-08-21 10:54:56.059,UK Support & Growth
DP-335,Transactional Account Prompts: Increasing Covers,Idea Backlog,215,2025-08-21 10:49:49.802,UK Support & Growth
DP-334,Transactional Account Prompt: Unoccupied Properties,Idea Backlog,215,2025-08-21 10:45:16.884,UK Support & Growth
DP-333,Transactional Account Prompts: Review policy docs,Idea Backlog,215,2025-08-21 10:41:23.367,UK Support & Growth
DP-330,Enable customers to update their authorised contact in the online account,Idea Backlog,168,2025-10-06 14:04:05.282,UK Support & Growth
DP-328,Note in Chopin when customer is routed to a Flexor team,Assessing Viability & Value,153,2025-10-21 14:53:00.872,UK IP Offering
DP-327,Clear Business - stop page for certain customers to direct to Shkhara,Idea Backlog,137,2025-11-06 16:18:49.273,UK IP Offering
DP-326,Clear Business - change the Transfer to Third Party Broker button in backoffice to route certain customers to the CB Team,Idea Backlog,139,2025-11-04 14:17:58.293,UK IP Offering
DP-325,Cancel & Replace ,Idea Backlog,215,2025-08-21 09:11:30.487,UK Support & Growth
DP-324,Enable Multi Distribution parter quoting buttons,Idea Backlog,215,2025-08-21 09:08:37.360,UK Support & Growth
DP-323,Add a missed call manual SMS to flexor for NB calls,Idea Backlog,137,2025-11-06 16:24:06.092,UK IP Offering
DP-320,(LATER) Insurance Advisor - Product Rec Workflow FrontEnd Experience,Idea Backlog,215,2025-08-20 20:31:59.957,US Research Ins Advisor
DP-319,Insurance Advisor - AI generated videos to describe products,Idea Backlog,215,2025-08-20 20:29:01.586,US Research Ins Advisor
DP-318,Insurance Advisor - Embedded in online application,Idea Backlog,215,2025-08-20 20:28:35.073,US Research Ins Advisor
DP-317,Insurance Advisor - Using hydra to highlight when interaction with IA may be helpful,Idea Backlog,215,2025-08-20 20:28:00.709,US Research Ins Advisor
DP-316,Insurance Advisor - A single chat window for bundles,Assessing Viability & Value,153,2025-10-21 14:52:03.331,US Research Ins Advisor
DP-315,Insurance Advisor - Enabling visitor to ask questions via voice  ,Assessing Viability & Value,13,2026-03-10 18:45:32.797,US Research Ins Advisor
DP-314,Insurance Advisor - Renaming the Experience,Idea Backlog,215,2025-08-20 20:14:07.606,US Research Ins Advisor
DP-312,Add javascript to the CB White label site to let them capture some risk information which will help improve marketing,Idea Backlog,215,2025-08-20 17:01:07.564,UK IP Offering
DP-311,Add a note to Chopin when a customer is routed into Flexor via OkaaS for visibility,Idea Backlog,215,2025-08-20 17:00:52.594,UK IP Offering
DP-310,Change the design on the referral page for certain customers to direct to the CB Team,Idea Backlog,215,2025-08-20 16:59:36.215,UK IP Offering
DP-309,Change the Transfer to Third Party Broker button in backoffice to route certain customers to the CB Team,Idea Backlog,215,2025-08-20 16:59:02.166,UK IP Offering
DP-308,Add a new manual SMS to Flexor for CB NB calls,Idea Backlog,215,2025-08-20 16:58:35.947,UK IP Offering
DP-306,Offer BOP-referred customers a route to GL (full panel),Idea Backlog,33,2026-02-18 14:35:02.015,US IP Offering
DP-305,Offer route to GL application for BOP referrals ,Idea Backlog,215,2025-08-20 15:41:13.802,US IP Offering
DP-297,A/B Test: Re-order covers page to place optional covers first,Idea Backlog,215,2025-08-20 12:27:38.273,UK Buy
DP-296,Social Proof: Test adding a customer testimonial to the covers page (for top trades),Idea Backlog,165,2025-10-09 15:37:51.711,UK Buy
DP-294,"Test showing all covers by default for customers who selected ""I dont know what insurance I need"" ",Idea Backlog,215,2025-08-20 12:13:15.686,UK Buy
DP-293,"Test loss-aversion framing for optional cover descriptions (""protect your..."" language to increase add-on attach rates)",Idea Backlog,215,2025-08-20 12:09:40.338,UK Research
DP-292,"Replace optional cover toggles with explicit ""Add/Remove"" buttons",Idea Backlog,215,2025-08-20 12:05:47.456,UK Buy
DP-291,Show trade-specific attach rates for optional covers,Idea Backlog,215,2025-08-20 12:02:15.107,UK Research
DP-289,ML complex risk placement model,Idea Backlog,168,2025-10-07 09:50:39.067,UK IP Offering
DP-288,AI Assistant: Implement proactive in-journey assistant to reduce friction,Idea Backlog,216,2025-08-19 15:19:05.436,UK Research
DP-287,"Introduce a ""Coverage Confidence Score"" on covers & quotes page",Idea Backlog,216,2025-08-19 15:13:09.812,UK Buy
DP-286,"Test a ""Compare"" feature to reduce user confusion on the QCP",Idea Backlog,71,2026-01-12 11:20:09.550,UK Buy
DP-284,Social Proof: Display count of businesses insured by trade on the QCP (trade monthly volumes),Idea Backlog,169,2025-10-06 08:40:15.061,UK Buy
DP-281,Enable customers on installment payment plans to pay down remaining balance mid-term,Idea Backlog,146,2025-10-28 18:32:15.200,US Support & Growth
DP-277,BOP on GL/IM,Idea Backlog,203,2025-09-01 16:20:11.379,US IP Offering
DP-270,Offline Test for New Business Fees,Idea Backlog,217,2025-08-18 11:58:19.263,UK IP Ecosystems Dev
DP-267,Pass customers straight into their account after purchase,Idea Backlog,221,2025-08-15 11:00:31.865,UK Support & Growth
DP-265,Chatbot deep link journey: Email updates,Idea Backlog,221,2025-08-15 09:43:28.997,UK Support & Growth
DP-264,Chatbot deep link journey: Card payment updates,Idea Backlog,221,2025-08-15 09:43:17.203,UK Support & Growth
DP-263,Chatbot deep link journey: Phone number updates,Idea Backlog,221,2025-08-15 09:43:03.062,UK Support & Growth
DP-262,Chatbot deep link journey: Address updates,Idea Backlog,221,2025-08-15 09:42:52.322,UK Support & Growth
DP-261,Create customer account transaction channel,Idea Backlog,221,2025-08-15 09:28:03.628,UK Support & Growth
DP-260,Hydra opt out predictor,Idea Backlog,221,2025-08-15 09:22:34.922,UK Support & Growth
DP-259,AutoRenewal: Provide more visible opt out route from your online account,Idea Backlog,221,2025-08-15 09:21:48.268,UK Support & Growth
DP-258,AutoRenewal: Make auto renewal more visible in the pre-purchase journey,Idea Backlog,221,2025-08-15 09:21:16.662,UK Support & Growth
DP-257,Add payment reminder at renewal to account,Idea Backlog,221,2025-08-15 09:19:37.189,UK Support & Growth
DP-251,Use Hydra to identify potential low survival rate so we can provide appropriate intervention,Idea Backlog,221,2025-08-14 14:38:58.910,UK Support & Growth
DP-249,Dynamic Basket Summary to Improve Tangibility and Confidence,Idea Backlog,216,2025-08-19 14:24:16.776,UK Buy
DP-248,Priming Questions AB Test ,Idea Backlog,74,2026-01-08 15:16:43.627,UK Research
DP-247,Indicative Pricing on Covers or QCP Page AB Test ,Idea Backlog,216,2025-08-19 14:24:20.864,UK Buy
DP-246,Gamified Micro-interactions to Enhance Form Completion & Improve Form Accuracy Experience AB test ,Idea Backlog,165,2025-10-09 15:40:46.481,UK Research
DP-244, Display Employers' Liability by Default on Covers Page if applicable,Idea Backlog,189,2025-09-16 10:24:38.015,UK Buy
DP-241,CoverG: Update page hierarchy to all fall under one heading / blurb AB Test,Idea Backlog,70,2026-01-12 13:18:42.028,UK Buy
DP-240,CBD Service using G-sheet with renewals,Idea Backlog,141,2025-11-03 10:58:16.599,UK IP Offering
DP-234,Move SoF questions to the start of the questionnaire to ID complex customers,Idea Backlog,188,2025-09-16 13:32:47.320,UK IP Offering
DP-233,Deduplicate p1 of Business to High Value,Idea Backlog,123,2025-11-20 13:07:35.757,UK IP Offering
DP-230,Customers completing a B-ref journey have not answered enough questions to get a CC quote or extranet quote,Idea Backlog,159,2025-10-15 16:37:08.505,UK IP Offering
DP-229,Insurance Advisor - Handover into Product Application,Design/Solution Validation,223,2025-08-12 13:37:10.194,US Research Brand & Experiments
DP-228,Insurance Advisor - Exposing Quick Replies on Prod Rec Page,Design/Solution Validation,223,2025-08-12 13:36:10.585,US Research Brand & Experiments
DP-227,Removing Cashback Cheques: Enabling post-purchase discounts,Idea Backlog,125,2025-11-18 12:33:44.600,UK Support & Growth
DP-224,Policy covers icon,Idea Backlog,224,2025-08-12 10:38:39.723,UK Support & Growth
DP-219,Revise post purchase welcome email,Idea Backlog,224,2025-08-11 14:28:06.711,UK Support & Growth
DP-218,Insurance Advisor - Customer Account,Idea Backlog,206,2025-08-29 15:31:21.934,US Research Ins Advisor
DP-213,Landlord Q2Q: Show a tailored review based on what that customer is interested in,Idea Backlog,226,2025-08-09 23:21:22.553,UK Buy
DP-212,"Landlord Q2Q: Add ""I don't own a property yet"" option to Years owned. Need to figure out what this does",Idea Backlog,226,2025-08-09 23:21:06.803,UK Research
DP-211,Landlord Q2Q: Add unsure as an answer option,Idea Backlog,226,2025-08-09 23:20:44.506,UK Buy
DP-208,Landlord Q2Q: Utilise Hydra pop up to deter wariness (correspondence address),Idea Backlog,226,2025-08-09 23:19:26.747,UK Buy
DP-206,Landlord Q2Q: Add Navigation theme and contact details theme bullet points to section (contact details page),Idea Backlog,226,2025-08-09 21:56:03.816,UK Buy
DP-205,Landlord Q2Q: Show google map of risk address,Idea Backlog,226,2025-08-09 21:55:26.608,UK Buy
DP-204,Landlord Q2Q: Test Alex's messages using Consumer Intelligence on first screen,Idea Backlog,226,2025-08-09 21:54:41.662,UK Buy
DP-202,Cross-sell BOP from WC confirmation page for customers who Own/Rent,Idea Backlog,227,2025-08-08 13:44:59.838,US Research Brand & Experiments
DP-200,Offer BOP to eCommerce trade ,Idea Backlog,186,2025-09-19 07:51:58.500,US IP Offering
DP-199,Improve copy GL and BOP product presentation in pre-app and landing pages,Idea Backlog,227,2025-08-08 13:14:53.034,US IP Offering
DP-197,Policy Expiring Icon,Idea Backlog,194,2025-09-10 17:15:37.081,UK Support & Growth
DP-195,Payment Optimisation - Retry Logic in Payments App,Idea Backlog,228,2025-08-07 13:50:54.035,UK Support & Growth
DP-192,How might we simplify the display of lengthy content within Insurance Advisor?,Idea Design & Solutioning,229,2025-08-06 18:22:29.412,US Research Brand & Experiments
DP-189,Suppress the QCP for certain customers to give a better UX,Idea Backlog,230,2025-08-06 10:13:24.644,UK IP Offering
DP-187,Use Idiophone for Flexor's telephony,Idea Backlog,609,2024-07-23 11:05:03.742,UK IP Offering
DP-186,advertise multiprop discount in account,Idea Backlog,231,2025-08-05 08:37:05.401,UK Support & Growth
DP-184,Risk assessment tool - mapping your trade risks to coverage options,Idea Backlog,122,2025-11-21 14:21:04.667,US Research Brand & Experiments
DP-182,Chatbot creation in Meta,Idea Backlog,154,2025-10-21 10:38:42.340,US Research Brand & Experiments
DP-180,Stop small producers trading as manufacturers,Idea Backlog,202,2025-09-03 10:52:39.126,UK IP Offering
DP-178,Demand test a PI product for HV customers,Idea Backlog,125,2025-11-18 22:44:36.359,UK IP Offering
DP-172,Extend or reduce online journey according to placement,Idea Backlog,195,2025-09-09 14:44:31.588,UK IP Offering
DP-169,Adjust the offline Gallagher transfers filters to bring more customers to High Value for their off-platform MGAs,Idea Backlog,374,2025-03-14 15:26:09.324,UK IP Offering
DP-167,Simplify trade selection for Manufacturers and Wholesalers,Idea Backlog,180,2025-09-24 16:52:43.919,UK IP Offering
DP-164,Question set alignment,Idea Backlog,125,2025-11-18 22:40:56.911,UK IP Offering
DP-162,Q2Q for Contractors & Commercial Combined,Idea Backlog,446,2025-01-02 10:20:38.037,UK IP Offering
DP-161,Dynamic questionnaires solve the pains of off-platform and verticals,Idea Backlog,195,2025-09-09 14:44:00.207,UK IP Offering
DP-158,ML opportunity scoring model,Idea Backlog,168,2025-10-07 09:50:40.776,UK IP Offering
